,English Paragraph,Chinese Paragraph
4804,AB FCP I ,"AB  FCP  I 乃根據盧森堡大公國法例組建及根據《二零一零年法
律》第 I 部分登記的互惠投資基金，作為其證券的非法團合資經
營 。本 傘 子 基 金 已 於 盧 森 堡 商 業 公 司 註 冊 處( Registre  de 
Commerce et des Sociétés of Luxembourg)登記，登記號碼為 K 
217。根據 UCITS 指令第 1(2)條的定義，本傘子基金取得 UCITS
的資格。管理公司根據本傘子基金的管理條例（不時修訂）並為
股東的利益而管理本傘子基金。請見「附加資料－管理條例」。
本傘子基金的資產（包括各基金的資產）與管理公司的資產分開。
本文所述由本傘子基金或基金實施的一切行動，均由管理公司或
其代理人代表本傘子基金或有關基金實施。 "
4805,1. Location where the relevant documents may be obtained ,1.  全方位領航基金  
4806,"The Prospectus, KIDs relaed to the portfolios of the Fund, 
Management Regulations and the annual and semi-annual 
reports of the Fund may be obtained free of charge from the 
Swiss Representative. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4807,2. Publications ,2.  環球股票策略基金  
4808,"The Fund's publications in Switzerland are made on 
www.fundinfo.com. Each time Shares are issued or 
redeemed, the issue and redemption prices of the Shares of 
all of the portfolios of the Fund, respectively the Net Asset 
Value per Share (with the mention “excluding commissions”), 
are published jointly and on a daily basis on 
www.fundinfo.com. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4809,3. Payment of retrocessions and rebates ,3.  新興市場增長基金 
4810,"The Management Company and its agents on behalf of the 
Fund may pay retrocessions as remuneration for distribution 
activity in respect of Shares of the Fund distributed in or from 
Switzerland. This remuneration may be deemed payment for 
the following services in particular:  ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4811,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4812,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4813,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4814,"client relations and management of investor accounts 
and activity;  ","投資者應留意認購章程第 II 部分「如何購買股份」和「如何贖
回股份」分節載列的認購和贖回程序，尤其是於交易日接受認
購股份指示或贖回股份要求的截止時間。認購股份指示和贖回
要求須送至管理公司的過戶代理部，相關詳情載列於認購章程
目錄章節，另外，也可直接向融通代理的上述辦事處下達贖回
要求，收件人：Managing Director of AllianceBernstein Global "
4815,"assistance in marketing Shares of the Fund and 
assessment of suitability of Shares for investors; and ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4816,"cooperation in respect of regulatory compliance, AML 
and other laws applicable to investor accounts. ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
4817,"Retrocessions are not deemed to be rebates even if they are 
ultimately passed on, in full or in part, to the investors. The 
recipients of the retrocessions must ensure transparent 
disclosure and inform investors, unsolicited and free of 
charge, about the amount of remuneration they may receive 
for distribution. On request, the recipients of retrocessions 
must disclose the amounts they actually receive for 
distributing the collective investment schemes of the investors. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4818,"In the case of distribution activity in or from Switzerland, the 
Management Company and its agents may, upon request, pay 
rebates directly to investors. The purpose of rebates is to 
reduce the fees or costs incurred by the investor in question. 
Rebates are permitted provided that  ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
4819,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4820,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4821,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4822,"they are paid from fees received by the Management 
Company and therefore do not represent an 
additional charge on the Fund assets;  ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
4823,they are granted on the basis of objective criteria; and  ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4824,"all investors who meet these objective criteria and 
demand rebates are also granted these within the 
same timeframe and to the same extent.  ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
4825,"The objective criteria for the granting of rebates by the 
Management Company are as follows:  ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4826,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4827,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4828,"the volume subscribed by the investor or the total 
volume they hold in the collective in-vestment 
scheme or, where applicable, in the product range of 
the promoter; ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4829,support provided in the launch phase of the Fund; ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4830,II-67 ,II-67 
4831," 
 
United Arab 
Emirates (Dubai) ","AllianceBernstein Limited（「融通代理」）將作為本傘子基金
在英國的融通代理，並已同意在其辦事處（60  London  Wall, 
London, EC2M 5SJ, United Kingdom）提供與本傘子基金相
關的某些融通。 "
4832,AB FCP I ,"AB  FCP  I 乃根據盧森堡大公國法例組建及根據《二零一零年法
律》第 I 部分登記的互惠投資基金，作為其證券的非法團合資經
營 。本 傘 子 基 金 已 於 盧 森 堡 商 業 公 司 註 冊 處( Registre  de 
Commerce et des Sociétés of Luxembourg)登記，登記號碼為 K 
217。根據 UCITS 指令第 1(2)條的定義，本傘子基金取得 UCITS
的資格。管理公司根據本傘子基金的管理條例（不時修訂）並為
股東的利益而管理本傘子基金。請見「附加資料－管理條例」。
本傘子基金的資產（包括各基金的資產）與管理公司的資產分開。
本文所述由本傘子基金或基金實施的一切行動，均由管理公司或
其代理人代表本傘子基金或有關基金實施。 "
4833,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4834,• ,•  市場風險。為所有投資均會涉及的一般風險，即某一特定投
4835,strategic market of the investor; and ,"Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4836,"legal and regulatory considerations applicable to an 
investor. ","AllianceBernstein (Singapore) Ltd.的主要辦事處位於One Raffles Quay, #27-11 South Tower, Singapore 
048583，於1997年5月17日在新加坡成立，受新加坡金融管理局（Monetary Authority  of  Singapore）監
管並根據《 證券及 期貨法 》（Securities  and  Futures  Act）獲發資本 市場服務 牌照（Capital  Markets 
Service Licence），以從事資本市場產品買賣及基金管理受監管活動。  "
4837,"At the request of the investor, the Management Company 
must disclose the amounts of such rebates free of charge. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4838,4.Place of performance and jurisdiction ,"投資者應留意認購章程第 II 部分「如何購買股份」和「如何贖
回股份」分節載列的認購和贖回程序，尤其是於交易日接受認
購股份指示或贖回股份要求的截止時間。認購股份指示和贖回
要求須送至管理公司的過戶代理部，相關詳情載列於認購章程
目錄章節，另外，也可直接向融通代理的上述辦事處下達贖回
要求，收件人：Managing Director of AllianceBernstein Global "
4839,"In respect of the Shares distributed in and from Switzerland, 
the place of performance is at the registered office of the 
Swiss Representative and the place of jurisdiction is at the 
registered office of the Swiss Representative or at the 
seat/domicile of the investor. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
4840,"This Prospectus relates to a fund which is not subject to any 
form of regulation or approval by the Dubai Financial Services 
Authority (“DFSA”). The DFSA has no responsibility for 
reviewing or verifying any Prospectus or other documents in 
connection with the Fund. Accordingly, the DFSA has not 
approved this Prospectus or any other associated documents 
nor taken any steps to verify the information set out in this 
Prospectus, and has no responsibility for it. The Shares to 
which this Prospectus relates may be illiquid and/or subject to 
restrictions on their resale. Prospective purchasers of the 
Shares offered should conduct their own due diligence on the 
Shares. If you do not understand the contents of this 
document you should consult an authorised financial adviser. ","Steven  M.  Eisenberg，AllianceBernstein  L.P.  高級副總裁兼營
運總監，地址為 1345 Avenue  of  the Americas,  New York,  New 
York 10105, U.S.A.； "
